tag,cross,female.parent,male.parent,n.female,n.male,n.total,rep
732,41x890,41,890,23,24,47,Blue
733,41x129,41,129,85,61,146,Blue
734,41x820,41,820,50,58,108,Blue
735,41x595,41,595,30,38,68,Blue
736,41x318,41,318,39,30,69,Blue
737,41x313,41,313,39,29,68,Blue
738,41x358,41,358,42,40,82,Blue
739,41x882,41,882,27,28,55,Blue
740,41x375,41,375,25,31,56,Blue
741,41x367,41,367,25,23,48,Blue
742,41x639,41,639,77,80,157,Blue
743,41x399,41,399,45,37,82,Blue
744,41x379,41,379,47,25,72,Blue
745,41x380,41,380,28,22,50,Blue
746,41x398,41,398,32,24,56,Blue
747,41x21,41,21,43,35,78,Blue
748,41x235,41,235,22,14,36,Blue
749,41x461,41,461,34,29,63,Blue
750,41x790,41,790,34,35,69,Blue
751,45x45,45,45,34,35,69,White
752,45x228,45,228,66,68,134,White
753,45x26,45,26,69,75,144,White
754,45x810,45,810,49,35,84,White
755,45x217,45,217,48,32,80,White
756,45x256,45,256,46,49,95,White
757,45x233,45,233,47,48,95,White
758,45x28,45,28,52,37,89,White
759,45x280,45,280,44,40,84,White
760,45x513,45,513,38,50,88,White
761,45x91,45,91,24,24,48,White
762,45x239,45,239,61,57,118,White
763,45x370,45,370,87,94,181,White
764,45x195,45,195,56,58,114,White
765,45x57,45,57,76,77,153,White
766,45x138,45,138,40,35,75,White
767,45x208,45,208,47,49,96,White
768,45x161,45,161,68,62,130,White
769,45x386,45,386,63,54,117,White
770,45x176,45,176,47,54,101,White
771,45x40,45,40,65,61,126,White
772,45x365,45,365,44,37,81,White
773,45x555,45,555,90,77,167,White
774,45x712,45,712,83,75,158,White
775,45x805,45,805,45,41,86,White
776,45x41,45,41,62,66,128,White
777,45x517,45,517,36,38,74,White
778,45x227,45,227,38,28,66,White
779,45x705,45,705,51,44,95,White
780,45x158,45,158,41,47,88,White
781,45x908,45,908,56,58,114,White
782,45x890,45,890,31,51,82,White
783,45x129,45,129,55,56,111,White
784,45x820,45,820,48,66,114,White
785,45x595,45,595,56,36,92,White
786,45x318,45,318,60,67,127,White
787,45x313,45,313,23,34,57,White
788,45x358,45,358,47,69,116,White
789,45x882,45,882,56,54,110,White
790,45x375,45,375,43,39,82,White
791,45x367,45,367,56,59,115,White
792,45x639,45,639,40,42,82,White
793,45x399,45,399,45,49,94,White
794,45x379,45,379,78,81,159,White
795,45x380,45,380,39,31,70,White
796,45x398,45,398,49,46,95,White
797,45x21,45,21,29,34,63,White
798,45x235,45,235,50,44,94,White
799,45x461,45,461,79,55,134,White
800,45x790,45,790,41,47,88,White
801,45x45,45,45,40,38,78,Red
802,45x228,45,228,30,30,60,Red
803,45x26,45,26,46,53,99,Red
804,45x810,45,810,78,57,135,Red
805,45x217,45,217,64,68,132,Red
806,45x256,45,256,34,32,66,Red
807,45x233,45,233,36,32,68,Red
808,45x28,45,28,36,44,80,Red
809,45x280,45,280,48,52,100,Red
810,45x513,45,513,30,30,60,Red
811,45x91,45,91,71,57,128,Red
812,45x239,45,239,56,45,101,Red
813,45x370,45,370,77,82,159,Red
814,45x195,45,195,61,64,125,Red
815,45x57,45,57,58,58,116,Red
816,45x138,45,138,64,61,125,Red
817,45x208,45,208,59,71,130,Red
818,45x161,45,161,43,64,107,Red
819,45x386,45,386,60,60,120,Red
820,45x176,45,176,70,65,135,Red
821,45x40,45,40,17,20,37,Red
822,45x365,45,365,69,75,144,Red
823,45x555,45,555,59,64,123,Red
824,45x712,45,712,24,48,72,Red
825,45x805,45,805,79,68,147,Red
826,45x41,45,41,20,27,47,Red
827,45x517,45,517,34,35,69,Red
828,45x227,45,227,36,36,72,Red
829,45x705,45,705,58,46,104,Red
830,45x158,45,158,35,47,82,Red
831,45x908,45,908,59,48,107,Red
832,45x890,45,890,36,53,89,Red
833,45x129,45,129,59,48,107,Red
834,45x820,45,820,41,54,95,Red
835,45x595,45,595,44,57,101,Red
836,45x318,45,318,39,29,68,Red
837,45x313,45,313,25,22,47,Red
838,45x358,45,358,40,40,80,Red
839,45x882,45,882,29,44,73,Red
840,45x375,45,375,28,36,64,Red
841,45x367,45,367,33,44,77,Red
842,45x639,45,639,36,43,79,Red
843,45x399,45,399,25,32,57,Red
844,45x379,45,379,27,30,57,Red
845,45x380,45,380,41,30,71,Red
846,45x398,45,398,23,21,44,Red
847,45x21,45,21,50,50,100,Red
848,45x235,45,235,37,45,82,Red
849,45x461,45,461,48,43,91,Red
850,45x790,45,790,67,52,119,Red
851,45x45,45,45,35,34,69,Blue
852,45x228,45,228,53,56,109,Blue
853,45x26,45,26,70,87,157,Blue
854,45x810,45,810,57,65,122,Blue
855,45x217,45,217,85,61,146,Blue
856,45x256,45,256,63,63,126,Blue
857,45x233,45,233,46,50,96,Blue
858,45x28,45,28,74,57,131,Blue
859,45x280,45,280,52,39,91,Blue
860,45x513,45,513,65,61,126,Blue
861,45x91,45,91,66,73,139,Blue
862,45x239,45,239,70,60,130,Blue
863,45x370,45,370,65,80,145,Blue
864,45x195,45,195,23,24,47,Blue
865,45x57,45,57,59,66,125,Blue
866,45x138,45,138,63,77,140,Blue
867,45x208,45,208,42,33,75,Blue
868,45x161,45,161,23,11,34,Blue
869,45x386,45,386,73,70,143,Blue
870,45x176,45,176,29,31,60,Blue
871,45x40,45,40,48,40,88,Blue
872,45x365,45,365,59,53,112,Blue
873,45x555,45,555,83,72,155,Blue
874,45x712,45,712,74,58,132,Blue
875,45x805,45,805,42,31,73,Blue
876,45x41,45,41,45,75,120,Blue
877,45x517,45,517,70,56,126,Blue
878,45x227,45,227,68,65,133,Blue
879,45x705,45,705,57,66,123,Blue
880,45x158,45,158,51,40,91,Blue
881,45x908,45,908,68,53,121,Blue
882,45x890,45,890,53,59,112,Blue
883,45x129,45,129,62,67,129,Blue
884,45x820,45,820,57,43,100,Blue
885,45x595,45,595,53,62,115,Blue
886,45x318,45,318,52,45,97,Blue
887,45x313,45,313,79,56,135,Blue
888,45x358,45,358,55,60,115,Blue
889,45x882,45,882,35,32,67,Blue
890,45x375,45,375,89,86,175,Blue
891,45x367,45,367,63,59,122,Blue
892,45x639,45,639,60,62,122,Blue
893,45x399,45,399,47,48,95,Blue
894,45x379,45,379,72,78,150,Blue
895,45x380,45,380,64,39,103,Blue
896,45x398,45,398,63,52,115,Blue
897,45x21,45,21,57,46,103,Blue
898,45x235,45,235,66,78,144,Blue
899,45x461,45,461,70,61,131,Blue
900,45x790,45,790,55,48,103,Blue
901,57x45,57,45,34,34,68,White
902,57x228,57,228,34,32,66,White
903,57x26,57,26,43,39,82,White
904,57x810,57,810,27,36,63,White
905,57x217,57,217,42,33,75,White
906,57x256,57,256,44,35,79,White
907,57x233,57,233,30,52,82,White
908,57x28,57,28,22,41,63,White
909,57x280,57,280,18,30,48,White
910,57x513,57,513,46,48,94,White
911,57x91,57,91,25,35,60,White
912,57x239,57,239,48,40,88,White
913,57x370,57,370,41,55,96,White
914,57x195,57,195,37,26,63,White
915,57x57,57,57,74,47,121,White
916,57x138,57,138,65,48,113,White
917,57x208,57,208,62,58,120,White
918,57x161,57,161,55,68,123,White
919,57x386,57,386,55,39,94,White
920,57x176,57,176,41,49,90,White
921,57x40,57,40,44,36,80,White
922,57x365,57,365,28,40,68,White
923,57x555,57,555,70,64,134,White
924,57x712,57,712,47,51,98,White
925,57x805,57,805,48,37,85,White
926,57x41,57,41,51,57,108,White
927,57x517,57,517,51,40,91,White
928,57x227,57,227,45,36,81,White
929,57x705,57,705,51,54,105,White
930,57x158,57,158,45,39,84,White
931,57x908,57,908,37,56,93,White
932,57x890,57,890,21,26,47,White
933,57x129,57,129,35,44,79,White
934,57x820,57,820,39,43,82,White
935,57x595,57,595,35,40,75,White
936,57x318,57,318,46,55,101,White
937,57x313,57,313,41,64,105,White
938,57x358,57,358,67,69,136,White
939,57x882,57,882,43,40,83,White
940,57x375,57,375,44,45,89,White
941,57x367,57,367,25,17,42,White
942,57x639,57,639,40,50,90,White
943,57x399,57,399,46,35,81,White
944,57x379,57,379,57,52,109,White
945,57x380,57,380,38,46,84,White
946,57x398,57,398,52,58,110,White
947,57x21,57,21,57,56,113,White
948,57x235,57,235,56,47,103,White
949,57x461,57,461,13,15,28,White
950,57x790,57,790,35,44,79,White
951,57x45,57,45,45,49,94,Red
952,57x228,57,228,39,42,81,Red
953,57x26,57,26,23,33,56,Red
954,57x810,57,810,23,26,49,Red
955,57x217,57,217,59,58,117,Red
956,57x256,57,256,34,49,83,Red
957,57x233,57,233,49,64,113,Red
958,57x28,57,28,45,54,99,Red
959,57x280,57,280,49,62,111,Red
960,57x513,57,513,56,48,104,Red
961,57x91,57,91,25,36,61,Red
962,57x239,57,239,52,37,89,Red
963,57x370,57,370,35,39,74,Red
964,57x195,57,195,49,38,87,Red
965,57x57,57,57,47,58,105,Red
966,57x138,57,138,29,25,54,Red
967,57x208,57,208,52,39,91,Red
968,57x161,57,161,36,38,74,Red
969,57x386,57,386,41,42,83,Red
970,57x176,57,176,46,48,94,Red
971,57x40,57,40,44,49,93,Red
972,57x365,57,365,31,28,59,Red
973,57x555,57,555,55,46,101,Red
974,57x712,57,712,59,67,126,Red
975,57x805,57,805,31,47,78,Red
976,57x41,57,41,58,66,124,Red
977,57x517,57,517,34,20,54,Red
978,57x227,57,227,46,58,104,Red
979,57x705,57,705,55,36,91,Red
980,57x158,57,158,51,52,103,Red
981,57x908,57,908,26,31,57,Red
982,57x890,57,890,28,33,61,Red
983,57x129,57,129,54,50,104,Red
984,57x820,57,820,44,58,102,Red
985,57x595,57,595,29,30,59,Red
986,57x318,57,318,35,51,86,Red
987,57x313,57,313,29,33,62,Red
988,57x358,57,358,55,65,120,Red
989,57x882,57,882,44,37,81,Red
990,57x375,57,375,58,54,112,Red
991,57x367,57,367,56,39,95,Red
992,57x639,57,639,41,50,91,Red
993,57x399,57,399,64,50,114,Red
994,57x379,57,379,55,53,108,Red
995,57x380,57,380,34,48,82,Red
996,57x398,57,398,54,41,95,Red
997,57x21,57,21,37,41,78,Red
998,57x235,57,235,48,55,103,Red
999,57x461,57,461,39,32,71,Red
1000,57x790,57,790,30,38,68,Red
1001,57x45,57,45,42,54,96,Blue
1002,57x228,57,228,55,59,114,Blue
1003,57x26,57,26,44,51,95,Blue
1004,57x810,57,810,72,53,125,Blue
1005,57x217,57,217,89,86,175,Blue
1006,57x256,57,256,57,74,131,Blue
1007,57x233,57,233,42,44,86,Blue
1008,57x28,57,28,63,42,105,Blue
1009,57x280,57,280,60,68,128,Blue
1010,57x513,57,513,49,33,82,Blue
1011,57x91,57,91,46,42,88,Blue
1012,57x239,57,239,38,33,71,Blue
1013,57x370,57,370,43,44,87,Blue
1014,57x195,57,195,32,28,60,Blue
1015,57x57,57,57,73,75,148,Blue
1016,57x138,57,138,51,41,92,Blue
1017,57x208,57,208,41,45,86,Blue
1018,57x161,57,161,39,41,80,Blue
1019,57x386,57,386,47,35,82,Blue
1020,57x176,57,176,30,36,66,Blue
1021,57x40,57,40,19,21,40,Blue
1022,57x365,57,365,43,46,89,Blue
1023,57x555,57,555,73,56,129,Blue
1024,57x712,57,712,53,54,107,Blue
1025,57x805,57,805,28,31,59,Blue
1026,57x41,57,41,58,58,116,Blue
1027,57x517,57,517,32,29,61,Blue
1028,57x227,57,227,24,33,57,Blue
1029,57x705,57,705,38,36,74,Blue
1030,57x158,57,158,37,36,73,Blue
1031,57x908,57,908,38,53,91,Blue
1032,57x890,57,890,29,27,56,Blue
1033,57x129,57,129,42,34,76,Blue
1034,57x820,57,820,49,55,104,Blue
1035,57x595,57,595,41,38,79,Blue
1036,57x318,57,318,50,42,92,Blue
1037,57x313,57,313,58,59,117,Blue
1038,57x358,57,358,42,44,86,Blue
1039,57x882,57,882,55,48,103,Blue
1040,57x375,57,375,53,48,101,Blue
1041,57x367,57,367,29,38,67,Blue
1042,57x639,57,639,30,37,67,Blue
1043,57x399,57,399,55,35,90,Blue
1044,57x379,57,379,39,45,84,Blue
1045,57x380,57,380,43,35,78,Blue
1046,57x398,57,398,64,71,135,Blue
1047,57x21,57,21,33,38,71,Blue
1048,57x235,57,235,51,43,94,Blue
1049,57x461,57,461,20,16,36,Blue
1050,57x790,57,790,23,37,60,Blue
1051,91x45,91,45,55,48,103,White
1052,91x228,91,228,56,53,109,White
1053,91x26,91,26,51,63,114,White
1054,91x810,91,810,41,38,79,White
1055,91x217,91,217,56,64,120,White
1056,91x256,91,256,56,47,103,White
1057,91x233,91,233,34,29,63,White
1058,91x28,91,28,50,49,99,White
1059,91x280,91,280,67,76,143,White
1060,91x513,91,513,59,75,134,White
1061,91x91,91,91,69,40,109,White
1062,91x239,91,239,82,68,150,White
1063,91x370,91,370,63,73,136,White
1064,91x195,91,195,54,43,97,White
1065,91x57,91,57,62,73,135,White
1066,91x138,91,138,62,44,106,White
1067,91x208,91,208,68,72,140,White
1068,91x161,91,161,69,68,137,White
1069,91x386,91,386,63,79,142,White
1070,91x176,91,176,39,57,96,White
1071,91x40,91,40,50,45,95,White
1072,91x365,91,365,71,78,149,White
1073,91x555,91,555,55,77,132,White
1074,91x712,91,712,64,69,133,White
1075,91x805,91,805,74,72,146,White
1076,91x41,91,41,23,27,50,White
1077,91x517,91,517,49,54,103,White
1078,91x227,91,227,43,35,78,White
1079,91x705,91,705,32,49,81,White
1080,91x158,91,158,51,63,114,White
1081,91x908,91,908,44,43,87,White
1082,91x890,91,890,29,41,70,White
1083,91x129,91,129,30,41,71,White
1084,91x820,91,820,43,54,97,White
1085,91x595,91,595,55,40,95,White
1086,91x318,91,318,48,37,85,White
1087,91x313,91,313,44,55,99,White
1088,91x358,91,358,24,29,53,White
1089,91x882,91,882,72,57,129,White
1090,91x375,91,375,83,78,161,White
1091,91x367,91,367,48,41,89,White
1092,91x639,91,639,59,62,121,White
1093,91x399,91,399,19,19,38,White
1094,91x379,91,379,25,15,40,White
1095,91x380,91,380,28,27,55,White
1096,91x398,91,398,41,45,86,White
1097,91x21,91,21,56,50,106,White
1098,91x235,91,235,58,63,121,White
1099,91x461,91,461,61,55,116,White
1100,91x790,91,790,59,60,119,White
1101,91x45,91,45,48,35,83,Red
1102,91x228,91,228,56,54,110,Red
1103,91x26,91,26,19,7,26,Red
1104,91x810,91,810,39,63,102,Red
1105,91x217,91,217,16,22,38,Red
1106,91x256,91,256,37,35,72,Red
1107,91x233,91,233,55,35,90,Red
1108,91x28,91,28,52,51,103,Red
1109,91x280,91,280,44,28,72,Red
1110,91x513,91,513,35,20,55,Red
1111,91x91,91,91,42,26,68,Red
1112,91x239,91,239,35,29,64,Red
1113,91x370,91,370,25,27,52,Red
1114,91x195,91,195,35,41,76,Red
1115,91x57,91,57,57,57,114,Red
1116,91x138,91,138,57,45,102,Red
1117,91x208,91,208,68,64,132,Red
1118,91x161,91,161,77,53,130,Red
1119,91x386,91,386,76,77,153,Red
1120,91x176,91,176,32,28,60,Red
1121,91x40,91,40,61,49,110,Red
1122,91x365,91,365,55,53,108,Red
1123,91x555,91,555,43,28,71,Red
1124,91x712,91,712,53,43,96,Red
1125,91x805,91,805,56,53,109,Red
1126,91x41,91,41,46,40,86,Red
1127,91x517,91,517,48,58,106,Red
1128,91x227,91,227,59,71,130,Red
1129,91x705,91,705,40,56,96,Red
1130,91x158,91,158,37,25,62,Red
1131,91x908,91,908,47,52,99,Red
1132,91x890,91,890,39,29,68,Red
1133,91x129,91,129,33,42,75,Red
1134,91x820,91,820,32,38,70,Red
1135,91x595,91,595,60,43,103,Red
1136,91x318,91,318,20,20,40,Red
1137,91x313,91,313,24,42,66,Red
1138,91x358,91,358,53,50,103,Red
1139,91x882,91,882,65,54,119,Red
1140,91x375,91,375,52,53,105,Red
1141,91x367,91,367,37,42,79,Red
1142,91x639,91,639,42,63,105,Red
1143,91x399,91,399,28,42,70,Red
1144,91x379,91,379,73,62,135,Red
1145,91x380,91,380,36,48,84,Red
1146,91x398,91,398,44,59,103,Red
1147,91x21,91,21,56,47,103,Red
1148,91x235,91,235,38,46,84,Red
1149,91x461,91,461,39,27,66,Red
1150,91x790,91,790,65,67,132,Red
1151,91x45,91,45,28,38,66,Blue
1152,91x228,91,228,53,53,106,Blue
1153,91x26,91,26,15,23,38,Blue
1154,91x810,91,810,63,62,125,Blue
1155,91x217,91,217,43,43,86,Blue
1156,91x256,91,256,55,65,120,Blue
1157,91x233,91,233,33,49,82,Blue
1158,91x28,91,28,36,33,69,Blue
1159,91x280,91,280,47,23,70,Blue
1160,91x513,91,513,41,38,79,Blue
1161,91x91,91,91,62,61,123,Blue
1162,91x239,91,239,37,35,72,Blue
1163,91x370,91,370,57,66,123,Blue
1164,91x195,91,195,78,68,146,Blue
1165,91x57,91,57,50,79,129,Blue
1166,91x138,91,138,63,66,129,Blue
1167,91x208,91,208,40,48,88,Blue
1168,91x161,91,161,34,44,78,Blue
1169,91x386,91,386,37,26,63,Blue
1170,91x176,91,176,17,17,34,Blue
1171,91x40,91,40,58,59,117,Blue
1172,91x365,91,365,76,99,175,Blue
1173,91x555,91,555,52,44,96,Blue
1174,91x712,91,712,95,82,177,Blue
1175,91x805,91,805,73,48,121,Blue
1176,91x41,91,41,41,44,85,Blue
1177,91x517,91,517,30,31,61,Blue
1178,91x227,91,227,41,49,90,Blue
1179,91x705,91,705,63,65,128,Blue
1180,91x158,91,158,66,59,125,Blue
1181,91x908,91,908,62,73,135,Blue
1182,91x890,91,890,53,39,92,Blue
1183,91x129,91,129,64,53,117,Blue
1184,91x820,91,820,37,36,73,Blue
1185,91x595,91,595,67,54,121,Blue
1186,91x318,91,318,46,49,95,Blue
1187,91x313,91,313,38,49,87,Blue
1188,91x358,91,358,24,36,60,Blue
1189,91x882,91,882,44,48,92,Blue
1190,91x375,91,375,25,21,46,Blue
1191,91x367,91,367,42,30,72,Blue
1192,91x639,91,639,72,70,142,Blue
1193,91x399,91,399,19,20,39,Blue
1194,91x379,91,379,80,80,160,Blue
1195,91x380,91,380,27,34,61,Blue
1196,91x398,91,398,43,43,86,Blue
1197,91x21,91,21,11,25,36,Blue
1198,91x235,91,235,50,46,96,Blue
1199,91x461,91,461,39,39,78,Blue
1200,91x790,91,790,41,44,85,Blue
1201,129x45,129,45,20,18,38,White
1202,129x228,129,228,43,40,83,White
1203,129x26,129,26,36,40,76,White
1204,129x810,129,810,51,57,108,White
1205,129x217,129,217,55,55,110,White
1206,129x256,129,256,60,49,109,White
1207,129x233,129,233,32,42,74,White
1208,129x28,129,28,41,44,85,White
1209,129x280,129,280,41,43,84,White
1210,129x513,129,513,22,14,36,White
1211,129x91,129,91,44,43,87,White
1212,129x239,129,239,31,35,66,White
1213,129x370,129,370,30,18,48,White
1214,129x195,129,195,70,70,140,White
1215,129x57,129,57,53,47,100,White
1216,129x138,129,138,44,49,93,White
1217,129x208,129,208,70,64,134,White
1218,129x161,129,161,29,28,57,White
1219,129x386,129,386,51,34,85,White
1220,129x176,129,176,25,38,63,White
1221,129x40,129,40,31,26,57,White
1222,129x365,129,365,27,34,61,White
1223,129x555,129,555,34,34,68,White
1224,129x712,129,712,51,56,107,White
1225,129x805,129,805,36,39,75,White
1226,129x41,129,41,34,34,68,White
1227,129x517,129,517,23,37,60,White
1228,129x227,129,227,26,20,46,White
1229,129x705,129,705,58,58,116,White
1230,129x158,129,158,30,26,56,White
1231,129x908,129,908,14,19,33,White
1232,129x890,129,890,40,48,88,White
1233,129x129,129,129,33,37,70,White
1234,129x820,129,820,33,37,70,White
1235,129x595,129,595,48,46,94,White
1236,129x318,129,318,34,43,77,White
1237,129x313,129,313,67,61,128,White
1238,129x358,129,358,45,59,104,White
1239,129x882,129,882,32,38,70,White
1240,129x375,129,375,20,30,50,White
1241,129x367,129,367,32,19,51,White
1242,129x639,129,639,39,36,75,White
1243,129x399,129,399,29,26,55,White
1244,129x379,129,379,30,30,60,White
1245,129x380,129,380,67,74,141,White
1246,129x398,129,398,44,39,83,White
1247,129x21,129,21,43,64,107,White
1248,129x235,129,235,46,54,100,White
1249,129x461,129,461,52,49,101,White
1250,129x790,129,790,49,47,96,White
1251,129x45,129,45,34,30,64,Red
1252,129x228,129,228,53,49,102,Red
1253,129x26,129,26,31,27,58,Red
1254,129x810,129,810,53,45,98,Red
1255,129x217,129,217,47,50,97,Red
1256,129x256,129,256,57,57,114,Red
1257,129x233,129,233,41,56,97,Red
1258,129x28,129,28,44,33,77,Red
1259,129x280,129,280,47,42,89,Red
1260,129x513,129,513,36,27,63,Red
1261,129x91,129,91,36,46,82,Red
1262,129x239,129,239,61,44,105,Red
1263,129x370,129,370,26,15,41,Red
1264,129x195,129,195,34,32,66,Red
1265,129x57,129,57,74,72,146,Red
1266,129x138,129,138,60,59,119,Red
1267,129x208,129,208,37,39,76,Red
1268,129x161,129,161,67,65,132,Red
1269,129x386,129,386,39,28,67,Red
1270,129x176,129,176,29,20,49,Red
1271,129x40,129,40,41,29,70,Red
1272,129x365,129,365,23,22,45,Red
1273,129x555,129,555,30,37,67,Red
1274,129x712,129,712,75,62,137,Red
1275,129x805,129,805,40,53,93,Red
1276,129x41,129,41,46,40,86,Red
1277,129x517,129,517,37,45,82,Red
1278,129x227,129,227,20,21,41,Red
1279,129x705,129,705,54,58,112,Red
1280,129x158,129,158,46,38,84,Red
1281,129x908,129,908,40,36,76,Red
1282,129x890,129,890,16,19,35,Red
1283,129x129,129,129,55,60,115,Red
1284,129x820,129,820,41,48,89,Red
1285,129x595,129,595,42,47,89,Red
1286,129x318,129,318,44,40,84,Red
1287,129x313,129,313,34,32,66,Red
1288,129x358,129,358,48,50,98,Red
1289,129x882,129,882,24,29,53,Red
1290,129x375,129,375,67,60,127,Red
1291,129x367,129,367,30,31,61,Red
1292,129x639,129,639,41,33,74,Red
1293,129x399,129,399,42,52,94,Red
1294,129x379,129,379,37,49,86,Red
1295,129x380,129,380,26,27,53,Red
1296,129x398,129,398,38,45,83,Red
1297,129x21,129,21,46,41,87,Red
1298,129x235,129,235,29,17,46,Red
1299,129x461,129,461,34,31,65,Red
1300,129x790,129,790,61,56,117,Red
1301,129x45,129,45,21,20,41,Blue
1302,129x228,129,228,63,41,104,Blue
1303,129x26,129,26,25,18,43,Blue
1304,129x810,129,810,37,37,74,Blue
1305,129x217,129,217,39,22,61,Blue
1306,129x256,129,256,20,27,47,Blue
1307,129x233,129,233,29,32,61,Blue
1308,129x28,129,28,40,40,80,Blue
1309,129x280,129,280,19,22,41,Blue
1310,129x513,129,513,28,30,58,Blue
1311,129x91,129,91,37,37,74,Blue
1312,129x239,129,239,36,50,86,Blue
1313,129x370,129,370,39,30,69,Blue
1314,129x195,129,195,48,36,84,Blue
1315,129x57,129,57,56,41,97,Blue
1316,129x138,129,138,36,44,80,Blue
1317,129x208,129,208,31,42,73,Blue
1318,129x161,129,161,63,46,109,Blue
1319,129x386,129,386,45,46,91,Blue
1320,129x176,129,176,30,26,56,Blue
1321,129x40,129,40,22,17,39,Blue
1322,129x365,129,365,29,30,59,Blue
1323,129x555,129,555,54,32,86,Blue
1324,129x712,129,712,41,54,95,Blue
1325,129x805,129,805,51,50,101,Blue
1326,129x41,129,41,43,38,81,Blue
1327,129x517,129,517,50,62,112,Blue
1328,129x227,129,227,35,29,64,Blue
1329,129x705,129,705,35,30,65,Blue
1330,129x158,129,158,13,9,22,Blue
1331,129x908,129,908,38,25,63,Blue
1332,129x890,129,890,23,31,54,Blue
1333,129x129,129,129,33,33,66,Blue
1334,129x820,129,820,57,44,101,Blue
1335,129x595,129,595,36,32,68,Blue
1336,129x318,129,318,44,50,94,Blue
1337,129x313,129,313,32,32,64,Blue
1338,129x358,129,358,28,25,53,Blue
1339,129x882,129,882,38,26,64,Blue
1340,129x375,129,375,28,29,57,Blue
1341,129x367,129,367,39,27,66,Blue
1342,129x639,129,639,32,38,70,Blue
1343,129x399,129,399,36,36,72,Blue
1344,129x379,129,379,43,34,77,Blue
1345,129x380,129,380,42,42,84,Blue
1346,129x398,129,398,32,45,77,Blue
1347,129x21,129,21,36,34,70,Blue
1348,129x235,129,235,85,67,152,Blue
1349,129x461,129,461,36,40,76,Blue
1350,129x790,129,790,57,43,100,Blue
1351,138x45,138,45,33,30,63,White
1352,138x228,138,228,20,18,38,White
1353,138x26,138,26,31,36,67,White
1354,138x810,138,810,30,29,59,White
1355,138x217,138,217,49,35,84,White
1356,138x256,138,256,34,30,64,White
1357,138x233,138,233,42,29,71,White
1358,138x28,138,28,61,56,117,White
1359,138x280,138,280,46,36,82,White
1360,138x513,138,513,51,47,98,White
1361,138x91,138,91,30,25,55,White
1362,138x239,138,239,37,43,80,White
1363,138x370,138,370,32,35,67,White
1364,138x195,138,195,41,41,82,White
1365,138x57,138,57,31,18,49,White
1366,138x138,138,138,41,34,75,White
1367,138x208,138,208,48,35,83,White
1368,138x161,138,161,28,33,61,White
1369,138x386,138,386,28,36,64,White
1370,138x176,138,176,37,34,71,White
1371,138x40,138,40,12,13,25,White
1372,138x365,138,365,21,17,38,White
1373,138x555,138,555,40,33,73,White
1374,138x712,138,712,20,11,31,White
1375,138x805,138,805,54,41,95,White
1376,138x41,138,41,50,46,96,White
1377,138x517,138,517,41,45,86,White
1378,138x227,138,227,23,20,43,White
1379,138x705,138,705,39,44,83,White
1380,138x158,138,158,33,36,69,White
1381,138x908,138,908,30,23,53,White
1382,138x890,138,890,18,28,46,White
